feature,Importance
V314,8.466826971953445e-06
card4,8.466826971953445e-06
V317,8.466826971931241e-06
V318,8.466826971931241e-06
V180,6.773461577580519e-06
id_33_fe2,6.773461577580519e-06
V166,6.773461577580519e-06
V239,6.773461577580519e-06
D14,6.773461577580519e-06
V75,6.773461577580519e-06
V24,6.773461577580519e-06
V105,6.773461577580519e-06
M4,6.773461577580519e-06
id_16_fe2,6.773461577580519e-06
V284,6.773461577580519e-06
V33,6.773461577558315e-06
V70,6.773461577558315e-06
id_17_fe2,6.773461577558315e-06
id_15,6.773461577558315e-06
card6,6.773461577558315e-06
V309,6.773461577558315e-06
V285,6.77346157753611e-06
V324,5.080096183185389e-06
proc_id_30_0,5.080096183185389e-06
V127,5.080096183185389e-06
card3,5.080096183185389e-06
R22,5.080096183185389e-06
V217,5.080096183185389e-06
V52,5.080096183185389e-06
V279,5.080096183185389e-06
addr2_fe2,5.080096183185389e-06
V322,5.080096183163185e-06
V30,3.3867307888124643e-06
DeviceType,3.3867307888124643e-06
V214,3.3867307888124643e-06
R28,3.3867307887902597e-06
V165,3.3867307887902597e-06
V124,3.3867307887902597e-06
C5,3.3867307887902597e-06
R10,3.3867307887902597e-06
V291,3.3867307887902597e-06
R_emaildomain_fe2,3.3867307887902597e-06
addr1,3.3867307887902597e-06
V137,3.3867307887902597e-06
id_14,3.3867307887902597e-06
card1,3.3867307887902597e-06
V99,3.3867307887902597e-06
V297,3.3867307887902597e-06
P_emaildomain,3.386730788768055e-06
V86,1.6933653944173344e-06
R9,1.6933653944173344e-06
id_31,1.6933653944173344e-06
V130,1.6933653944173344e-06
V92,1.6933653944173344e-06
V95,1.6933653943951299e-06
proc_id_30_1_fe2,1.6933653943951299e-06
R_emaildomain_1,1.6933653943951299e-06
id_14_fe1,1.6933653943951299e-06
V150,1.6933653943951299e-06
id_13_fe2,1.6933653943951299e-06
V58,1.6933653943951299e-06
V247,1.6933653943951299e-06
R24,1.6933653943951299e-06
